"age","workclass","education","education.num","marital.status","occupation","relationship","race","sex","hours.per.week","profit","married","milk","bread","butter","honey","jam","peanut","Badam","Cashew","pista","Tea","Coffee","Biscuits","Nuts"
40,8,13,14,3,11,6,5,1,37,15024,1,T,T,T,F,F,T,T,F,F,F,T,F,F
32,7,10,13,3,11,6,5,1,8,0,1,T,T,T,T,T,T,F,F,F,F,T,F,F
20,5,16,10,5,8,3,2,2,40,0,0,T,T,T,F,T,T,T,F,F,F,T,T,F
84,3,12,9,7,5,2,5,1,33,0,0,T,T,T,F,T,F,T,F,F,T,F,T,T
40,5,16,10,1,4,3,5,2,50,0,0,F,F,F,T,F,T,T,F,F,F,F,T,T
37,5,10,13,5,13,2,5,1,40,0,0,F,F,F,F,F,F,F,F,F,T,T,F,F
44,5,16,10,1,15,4,5,2,40,-1380,0,F,F,F,F,F,T,T,F,F,T,F,F,T
47,5,16,10,1,5,5,5,1,40,0,0,F,F,F,T,F,F,T,F,T,T,F,F,T
62,7,16,10,3,13,1,5,2,25,0,1,F,F,F,T,F,T,F,T,T,F,F,F,F
19,1,16,10,5,1,4,5,1,40,0,0,F,F,F,F,T,T,F,F,F,F,T,T,F
47,5,12,9,5,15,2,5,2,45,0,0,T,T,T,F,T,T,T,F,T,F,F,T,F
44,3,12,9,1,4,5,3,2,40,0,0,T,T,T,T,T,F,F,F,F,T,T,T,F
26,3,10,13,3,2,1,5,2,41,0,1,T,T,T,T,T,F,F,F,T,F,F,F,T
36,5,16,10,3,4,1,5,2,40,0,1,F,F,F,T,F,T,T,T,T,T,T,F,F
52,5,2,7,3,9,1,5,2,40,0,1,T,T,T,T,T,T,T,F,T,F,T,T,T
33,5,16,10,1,2,5,5,1,40,0,0,T,T,T,T,T,F,F,F,T,T,F,T,F
48,1,12,9,3,1,1,5,2,40,0,1,F,F,F,T,F,T,F,T,F,T,T,T,T
33,5,12,9,3,15,1,3,2,40,0,1,F,F,F,F,T,F,T,F,F,F,T,F,T
25,5,10,13,3,5,1,5,2,20,0,1,F,F,F,T,F,T,F,T,F,T,T,F,T
62,5,10,13,3,8,1,5,2,40,0,1,T,T,T,F,F,F,T,T,T,F,F,T,F
38,5,16,10,3,4,1,5,2,40,0,1,T,T,T,T,T,T,T,F,T,T,T,T,T
46,5,12,9,4,6,2,5,2,65,0,0,F,F,F,F,T,T,T,F,F,F,F,T,T
18,1,16,10,5,1,4,5,1,40,0,0,F,F,F,F,T,T,F,F,F,T,F,T,F
46,5,10,13,3,5,1,5,2,44,0,1,F,F,F,T,T,F,T,T,T,T,F,F,T
38,5,12,9,1,9,5,5,1,70,0,0,T,T,T,T,F,F,T,F,F,F,T,T,T
52,5,16,10,3,2,1,5,2,40,0,1,T,T,T,F,T,F,F,T,T,T,T,F,F
63,7,6,4,3,5,1,5,2,15,0,1,F,F,F,F,T,F,T,F,T,F,T,F,F
49,5,16,10,3,8,1,5,2,43,0,1,T,T,T,T,T,T,F,F,F,F,F,T,T
17,3,2,7,5,2,4,5,1,12,0,0,T,T,T,F,F,F,T,T,T,F,F,F,T
33,5,12,9,5,9,2,5,1,35,0,0,T,T,T,F,T,T,T,F,F,F,T,T,F
70,7,12,9,7,9,3,5,1,20,2329,0,T,T,T,F,F,T,T,T,T,T,T,F,F
19,5,16,10,5,9,4,5,1,15,0,0,F,F,F,F,T,F,T,F,T,T,T,F,F
27,1,12,9,3,1,6,5,1,40,0,1,T,T,T,T,T,T,T,F,T,T,T,T,T
61,5,16,10,3,13,1,5,2,40,0,1,F,F,F,T,F,T,F,T,T,T,F,T,F
33,5,10,13,3,11,1,5,2,25,0,1,F,F,F,F,F,T,T,T,F,F,F,T,T
46,6,10,13,3,13,1,5,2,42,-1902,1,T,T,T,F,T,F,F,T,F,F,F,T,F
29,5,1,6,6,6,5,5,1,40,0,0,T,T,T,T,F,F,T,F,F,F,T,T,T
40,3,16,10,1,15,5,5,2,40,6849,0,T,T,T,T,F,F,T,F,F,F,T,T,F
43,8,12,9,3,15,1,5,2,38,0,1,T,T,T,T,F,T,F,F,F,F,F,F,T
24,5,12,9,5,13,2,5,2,40,0,0,F,F,F,F,F,F,T,T,F,T,T,T,F
29,5,16,10,3,4,1,5,2,60,0,1,T,T,T,F,F,T,T,T,F,T,T,T,F
61,7,12,9,3,9,6,3,1,17,0,1,F,F,F,T,T,T,T,F,T,F,F,T,F
48,5,2,7,1,9,2,5,1,34,0,0,F,F,F,T,F,T,F,F,F,F,F,F,T
19,5,16,10,5,7,4,5,2,20,0,0,F,F,F,F,T,F,F,T,F,T,T,F,T
30,5,16,10,5,8,2,5,1,40,0,0,F,F,F,T,T,T,F,T,F,T,T,F,T
24,5,16,10,5,9,2,5,2,30,0,0,T,T,T,T,T,F,T,F,T,F,T,F,F
39,3,13,14,5,11,5,5,1,43,0,0,F,F,F,T,T,F,F,F,F,F,T,T,F
46,6,16,10,1,5,5,5,1,60,2036,0,F,F,F,T,T,F,T,T,F,T,T,F,T
40,5,12,9,3,13,1,5,2,72,0,1,F,F,F,F,T,F,T,T,T,F,T,T,T
27,3,10,13,5,11,4,5,1,40,0,0,T,T,T,F,F,T,T,T,T,T,T,T,T
25,5,13,14,5,11,4,5,1,40,0,0,F,F,F,F,T,T,T,F,F,F,F,T,F
31,5,2,7,5,4,2,5,2,40,-2001,0,T,T,T,T,T,T,T,F,T,T,F,T,F
58,5,10,13,1,15,2,5,2,45,0,0,T,T,T,F,T,F,F,T,T,T,T,T,F
33,5,12,9,3,5,6,5,1,42,0,1,T,T,T,T,F,T,T,T,T,T,T,T,T
40,5,12,9,7,9,5,5,1,25,0,0,T,T,T,T,T,F,T,F,F,F,F,F,F
40,6,13,14,3,13,1,5,2,70,0,1,F,F,F,T,T,F,T,F,T,T,T,T,T
31,5,12,9,3,4,1,5,2,40,0,1,F,F,F,T,T,T,T,T,F,T,F,F,F
33,5,12,9,6,9,5,2,1,48,0,0,T,T,T,T,T,F,F,T,F,F,T,T,F
49,5,8,12,3,13,1,5,2,45,0,1,T,T,T,T,T,T,F,F,T,F,T,T,F
24,5,9,11,5,14,4,5,2,40,0,0,F,F,F,T,F,F,T,T,F,T,F,T,T
46,5,12,9,5,4,5,5,2,40,0,0,F,F,F,F,F,T,T,F,F,F,F,T,F
58,3,13,14,3,11,1,5,2,40,0,1,F,F,F,F,T,T,F,F,T,F,F,T,F
20,5,16,10,5,13,4,5,1,20,0,0,T,T,T,F,T,F,T,F,T,T,F,T,T
65,1,12,9,7,1,5,5,2,40,0,0,T,T,T,T,T,F,F,T,T,T,F,F,T
43,5,16,10,3,2,6,5,1,40,0,1,F,F,F,F,T,T,F,T,F,T,F,T,F
48,7,13,14,3,13,1,2,2,50,0,1,F,F,F,T,F,T,F,F,F,F,F,T,F
41,5,16,10,3,15,1,5,2,54,0,1,T,T,T,T,F,F,T,F,T,F,F,T,F
27,8,16,10,6,9,2,5,1,30,0,0,T,T,T,F,F,T,T,T,F,F,T,T,T
52,1,16,10,3,1,1,5,2,12,0,1,T,T,T,T,F,T,F,T,F,F,F,F,F
26,5,12,9,5,9,3,2,2,60,0,0,T,T,T,F,T,T,T,F,F,F,T,F,T
52,3,12,9,3,4,1,5,2,40,0,1,F,F,F,F,T,T,T,T,T,T,T,F,F
52,3,16,10,1,5,2,5,1,38,0,0,F,F,F,F,T,F,F,F,T,F,F,T,T
19,5,12,9,5,9,4,3,2,30,0,0,T,T,T,T,F,F,F,T,T,T,T,F,T
39,3,16,10,1,11,4,5,1,45,0,0,T,T,T,F,T,F,F,F,F,F,T,F,F
47,5,16,10,1,9,5,5,1,40,0,0,T,T,T,T,T,F,T,F,F,T,T,F,F
27,5,12,9,1,4,3,4,2,40,0,0,T,T,T,T,T,F,T,T,T,F,T,T,F
48,5,16,10,1,4,2,5,2,40,0,0,T,T,T,F,F,F,F,T,T,T,T,F,F
50,5,12,9,6,9,5,5,1,35,0,0,T,T,T,F,T,T,F,T,T,F,F,T,F
60,5,16,10,3,15,1,5,2,60,0,1,F,F,F,T,T,F,T,T,F,T,F,T,F
28,5,8,12,3,14,1,5,2,45,0,1,F,F,F,T,T,F,F,T,F,F,F,T,F
47,2,12,9,1,9,5,3,1,40,0,0,T,T,T,T,F,F,T,T,T,T,T,T,T
69,1,10,13,3,1,1,5,2,20,0,1,T,T,T,F,T,F,F,T,T,F,T,T,F
40,7,12,9,3,4,1,2,2,66,0,1,T,T,T,T,F,F,T,F,F,F,T,T,F
37,5,12,9,5,7,5,5,1,40,3887,0,F,F,F,F,F,F,T,T,T,F,F,T,F
41,8,13,14,5,11,2,5,2,40,0,0,F,F,F,F,F,T,T,T,T,F,T,T,T
38,5,12,9,3,2,1,2,2,48,0,1,T,T,T,F,T,F,F,F,T,F,T,T,F
46,2,9,11,6,14,2,4,1,30,0,0,F,F,F,F,T,T,T,T,T,F,T,F,T
21,7,16,10,5,2,4,5,2,30,0,0,F,F,F,F,F,F,F,F,T,T,T,F,F
44,5,13,14,6,13,5,5,1,48,0,0,T,T,T,T,T,T,F,F,T,F,T,F,F
38,1,1,6,6,1,4,5,2,35,0,0,F,F,F,F,F,T,T,F,F,T,F,F,F
47,7,16,10,3,2,6,5,1,35,0,1,T,T,T,T,F,T,F,F,T,F,F,T,T
42,5,11,16,4,9,2,5,2,60,27828,0,T,T,T,T,T,F,T,F,F,F,T,F,F
42,3,16,10,1,4,2,5,2,40,0,0,T,T,T,F,T,F,T,T,T,T,T,T,T
56,5,10,13,5,5,2,5,1,45,0,0,F,F,F,F,T,T,F,F,F,T,F,F,F
32,5,10,13,5,11,4,5,2,40,0,0,T,T,T,T,T,T,F,T,F,T,F,T,T
24,5,10,13,3,9,1,5,2,33,0,1,F,F,F,F,F,F,F,T,T,T,F,T,F
26,5,16,10,3,13,1,5,2,40,0,1,F,F,F,T,F,T,F,F,T,T,T,F,T
36,7,10,13,5,13,2,3,1,50,2174,0,F,F,F,T,T,T,F,T,F,F,T,T,T
49,5,2,7,5,9,2,5,2,60,0,0,F,F,F,F,F,T,F,T,F,F,T,T,T
65,5,12,9,3,5,1,5,2,40,0,1,T,T,T,T,T,F,T,T,T,F,F,F,F
73,8,6,4,1,9,2,2,1,40,0,0,T,T,T,T,T,F,F,F,T,T,F,F,F
34,5,2,7,3,7,1,5,2,40,0,1,T,T,T,T,F,F,F,F,F,F,F,T,F
22,5,10,13,5,2,4,5,1,40,0,0,F,F,F,T,F,T,F,F,F,T,T,T,T
49,3,16,10,5,9,5,5,1,30,0,0,T,T,T,T,T,T,T,T,F,F,T,T,T
25,5,2,7,5,9,5,3,1,32,0,0,T,T,T,T,F,T,F,F,F,F,T,F,F
39,5,7,5,3,15,1,5,2,25,0,1,F,F,F,T,F,T,F,T,F,F,T,F,F
19,5,2,7,5,4,2,5,2,56,0,0,T,T,T,F,T,T,F,F,T,T,T,T,T
24,5,1,6,3,8,6,5,1,40,0,1,F,F,F,F,F,F,T,T,F,T,F,T,T
34,5,12,9,1,2,5,5,1,35,0,0,F,F,F,F,F,T,F,F,T,F,T,T,T
35,1,12,9,7,1,4,5,1,38,0,0,F,F,F,F,T,F,T,F,T,F,T,F,F
21,5,12,9,5,8,3,5,2,40,0,0,F,F,F,F,F,T,F,F,F,T,F,F,F
43,5,13,14,1,9,5,5,1,40,0,0,T,T,T,T,F,F,T,T,T,F,T,T,T
35,2,10,13,5,14,2,2,2,28,0,0,F,F,F,F,T,F,T,F,F,T,F,T,T
39,5,16,10,1,2,5,3,1,40,0,0,T,T,T,F,F,T,F,T,T,F,F,F,T
48,1,10,13,3,1,1,5,2,80,0,1,T,T,T,F,F,F,T,T,T,F,F,F,F
33,7,8,12,5,9,2,3,2,32,0,0,F,F,F,T,T,T,F,F,T,F,T,T,T
19,5,16,10,5,9,4,5,1,26,0,0,F,F,F,F,T,F,F,T,F,F,T,T,F
17,5,1,6,5,13,5,5,1,12,0,0,F,F,F,T,F,F,F,F,T,T,T,F,T
43,7,16,10,3,6,1,5,2,50,0,1,F,F,F,F,T,F,T,F,F,T,F,T,F
62,5,12,9,7,2,2,5,1,42,0,0,T,T,T,F,F,T,T,T,T,F,F,F,T
53,3,13,14,1,11,2,3,1,40,0,0,F,F,F,F,T,T,T,F,F,F,F,T,T
45,8,13,14,3,11,1,5,2,60,0,1,T,T,T,F,F,T,T,T,T,T,F,T,F
47,5,12,9,1,2,2,3,1,40,0,0,T,T,T,T,F,T,T,T,T,T,F,F,T
30,5,16,10,5,9,4,3,1,40,0,0,T,T,T,T,T,F,T,F,F,F,F,T,T
53,5,12,9,6,13,2,5,1,33,0,0,F,F,F,T,F,F,F,F,T,F,T,F,F
24,5,12,9,6,8,4,3,1,40,0,0,F,F,F,F,T,F,T,T,T,T,T,F,F
41,3,16,10,3,7,1,5,2,40,0,1,F,F,F,T,T,T,T,F,T,T,F,F,T
58,3,5,3,1,9,3,3,1,40,0,0,F,F,F,T,T,T,T,F,F,T,F,T,F
27,2,12,9,1,2,2,5,2,50,4865,0,T,T,T,F,F,T,T,F,T,T,F,F,F
63,8,12,9,1,2,2,5,1,38,0,0,T,T,T,T,T,F,T,F,F,T,T,T,T
50,5,16,10,1,9,4,5,2,28,0,0,T,T,T,T,F,F,T,T,F,F,F,F,T
43,3,13,14,5,14,2,3,1,47,8614,0,F,F,F,F,F,T,T,F,F,T,F,F,F
29,6,16,10,5,5,2,5,2,60,0,0,F,F,F,T,T,F,F,F,F,F,T,T,F
41,5,16,10,3,13,1,5,2,40,3942,1,T,T,T,F,F,T,F,F,T,T,T,F,F
55,5,12,9,3,9,1,5,2,40,0,1,T,T,T,F,T,F,T,F,T,F,F,T,T
36,5,12,9,5,15,2,5,2,45,0,0,F,F,F,T,T,F,T,T,T,F,T,T,T
23,3,12,9,5,2,4,5,2,40,0,0,T,T,T,F,T,F,T,F,T,F,T,T,T
22,5,10,13,5,4,2,5,2,55,13550,0,F,F,F,T,F,T,F,T,T,F,F,F,F
58,7,16,10,1,4,2,5,2,45,0,0,F,F,F,T,F,T,F,T,T,T,F,T,F
25,5,2,7,5,2,4,3,1,40,0,0,T,T,T,F,T,F,T,F,T,T,T,F,F
40,5,12,9,3,13,6,5,1,30,0,1,T,T,T,F,T,F,T,T,F,T,F,F,T
38,5,9,11,5,11,2,5,1,39,0,0,T,T,T,T,F,T,T,F,T,F,T,T,F
37,5,10,13,3,11,1,5,2,40,0,1,T,T,T,T,F,T,T,F,T,T,T,F,F
19,5,16,10,5,9,4,5,1,35,0,0,T,T,T,T,F,T,F,F,F,T,F,F,T
55,5,1,6,5,9,2,5,2,29,0,0,F,F,F,F,F,T,F,F,T,F,T,T,T
55,5,10,13,3,13,1,5,2,50,15024,1,F,F,F,T,F,T,T,F,F,T,F,F,T
28,5,10,13,5,2,2,5,2,45,0,0,F,F,F,T,F,T,T,F,T,T,F,F,F
53,5,12,9,3,4,1,5,2,40,0,1,F,F,F,T,F,F,F,T,T,F,T,T,F
32,1,12,9,3,1,1,5,2,40,0,1,F,F,F,F,T,F,T,F,T,T,T,F,T
60,5,16,10,1,11,5,5,2,42,3325,0,F,F,F,T,T,T,T,T,F,F,T,T,F
32,5,16,10,1,2,5,5,1,38,0,0,F,F,F,F,T,F,T,T,T,T,T,T,T
34,5,12,9,3,13,1,5,2,50,0,1,F,F,F,T,F,T,T,F,F,T,T,T,T
49,5,16,10,1,11,2,5,2,45,0,0,T,T,T,F,F,T,F,F,F,F,T,F,F
21,5,16,10,5,9,3,5,1,30,0,0,T,T,T,T,F,F,F,T,T,T,T,T,T
24,8,10,13,5,2,2,3,1,20,0,0,T,T,T,F,T,F,T,F,F,F,T,F,T
53,5,9,11,1,2,2,3,1,40,2202,0,F,F,F,T,T,T,F,T,T,T,T,T,F
29,5,9,11,3,9,1,5,2,40,0,1,F,F,F,T,T,F,T,T,F,F,T,F,F
34,3,10,13,4,11,2,5,1,40,0,0,T,T,T,T,T,F,T,T,F,T,F,T,T
52,1,15,15,4,1,5,2,1,40,0,0,F,F,F,F,T,T,T,F,F,F,F,F,F
41,5,5,3,3,6,6,5,1,40,0,1,F,F,F,F,T,F,T,T,F,T,T,F,T
21,5,12,9,5,9,2,5,1,40,0,0,T,T,T,F,F,F,F,T,F,F,F,T,F
43,5,13,14,3,5,1,5,2,35,0,1,F,F,F,T,T,F,T,T,F,F,T,F,T
31,3,12,9,5,12,4,5,2,40,0,0,F,F,F,T,F,F,F,F,T,F,F,T,F
38,5,12,9,3,7,1,5,2,40,-2042,1,T,T,T,T,T,T,T,F,T,F,F,F,F
42,5,10,13,3,5,1,5,2,60,-2415,1,F,F,F,F,T,T,F,T,F,T,F,T,F
62,5,10,13,5,6,2,5,2,30,0,0,T,T,T,F,F,T,F,F,F,T,T,F,T
51,5,6,4,7,8,2,1,1,40,0,0,T,T,T,T,T,F,T,T,T,T,F,F,T
30,5,12,9,5,13,5,3,1,25,0,0,T,T,T,F,F,T,F,F,T,T,T,F,F
24,5,10,13,3,8,1,5,2,40,0,1,F,F,F,T,F,T,F,T,F,T,T,T,F
36,5,12,9,1,4,2,5,2,40,0,0,T,T,T,F,F,F,F,F,T,F,F,F,T
57,5,1,6,3,4,1,5,2,40,0,1,T,T,T,F,T,T,T,F,T,T,T,F,T
46,5,10,13,3,5,1,5,2,55,0,1,F,F,F,T,F,T,F,F,T,F,F,F,T
33,5,11,16,3,11,1,5,2,40,0,1,F,F,F,T,F,T,T,T,F,T,T,F,T
42,5,16,10,5,13,2,5,2,45,0,0,T,T,T,T,T,T,F,T,T,F,T,F,F
62,5,12,9,3,4,1,5,2,40,0,1,T,T,T,T,F,F,F,F,T,F,F,T,T
64,7,16,10,3,13,1,5,2,20,0,1,T,T,T,T,T,F,F,F,F,F,T,T,F
18,5,16,10,5,13,4,5,1,25,0,0,F,F,F,F,F,T,F,F,F,T,T,F,F
43,5,5,3,4,6,5,5,2,35,0,0,F,F,F,T,F,F,F,T,T,T,T,T,T
62,7,6,4,7,9,2,5,1,66,0,0,T,T,T,T,F,F,F,T,F,F,F,T,F
29,5,8,12,3,11,1,5,2,50,0,1,T,T,T,T,T,T,T,T,F,F,F,T,F
43,5,10,13,3,7,1,3,2,40,0,1,F,F,F,F,F,T,T,F,F,T,T,T,T
39,5,12,9,3,5,1,5,2,40,7298,1,T,T,T,F,T,T,T,T,F,T,F,F,T
69,1,10,13,3,1,1,5,2,40,0,1,T,T,T,F,F,T,T,T,F,T,T,T,F
34,5,10,13,3,5,6,5,1,40,0,1,T,T,T,F,T,F,F,F,F,F,F,F,T
44,5,8,12,3,5,1,5,2,45,4386,1,T,T,T,T,T,F,F,F,T,T,T,F,F
25,5,10,13,5,2,2,5,2,30,0,0,T,T,T,F,F,F,T,F,T,F,F,T,T
47,3,16,10,1,15,5,5,2,40,0,0,T,T,T,T,T,T,F,F,T,F,F,F,F
17,5,1,6,5,9,4,5,2,8,0,0,F,F,F,T,F,F,F,T,F,F,T,T,T
41,3,10,13,1,11,5,5,2,65,0,0,T,T,T,F,F,F,T,T,T,F,F,F,T
19,5,16,10,5,13,4,5,2,20,0,0,T,T,T,F,F,F,T,T,T,F,T,F,T
57,5,4,2,3,9,1,4,2,40,0,1,T,T,T,F,F,F,F,T,F,F,T,F,T
25,5,12,9,5,2,5,3,2,35,0,0,F,F,F,F,T,T,T,F,F,F,F,F,T
37,3,16,10,3,2,1,5,2,40,0,1,T,T,T,F,F,T,T,T,T,T,T,T,F
29,5,9,11,3,8,1,5,2,40,0,1,T,T,T,T,F,T,T,T,T,F,T,T,F
32,5,16,10,5,13,4,5,2,35,0,0,T,T,T,T,F,T,T,T,T,F,F,F,F
35,5,15,15,3,11,1,5,2,45,0,1,F,F,F,F,T,F,F,F,T,F,F,F,T
52,5,3,8,5,8,2,5,2,40,0,0,T,T,T,T,F,T,T,F,F,F,T,T,T
41,5,12,9,5,8,4,5,1,40,1831,0,T,T,T,T,T,F,T,F,F,F,T,T,F
29,5,12,9,4,8,2,5,1,38,0,0,T,T,T,F,F,T,F,F,F,F,F,T,T
23,5,13,14,5,11,4,5,1,36,0,0,F,F,F,F,T,F,F,F,T,T,F,F,T
31,5,2,7,3,4,1,5,2,40,0,1,T,T,T,T,F,F,F,F,T,F,F,T,F
40,5,12,9,3,15,1,5,2,50,0,1,T,T,T,T,T,F,T,F,T,T,T,F,F
19,5,12,9,5,2,4,5,1,20,0,0,T,T,T,F,F,F,T,T,F,F,T,T,T
21,5,16,10,5,15,4,5,2,10,0,0,T,T,T,F,F,T,T,F,T,T,F,T,T
37,8,10,13,5,2,2,5,1,40,8614,0,T,T,T,F,F,T,F,F,T,T,T,F,F
49,7,15,15,3,11,1,5,2,35,99999,1,F,F,F,F,T,F,F,T,T,F,F,F,F
64,3,12,9,3,2,6,5,1,35,0,1,T,T,T,F,T,F,F,T,T,F,T,T,F
37,3,9,11,5,2,2,5,1,43,0,0,T,T,T,T,F,F,T,F,F,F,F,T,T
70,7,10,13,3,4,1,5,2,12,-2377,1,F,F,F,T,T,T,T,F,F,T,T,F,F
22,5,1,6,5,15,4,2,2,30,0,0,F,F,F,T,F,F,T,T,F,F,T,T,F
29,6,12,9,3,13,1,2,2,40,0,1,F,F,F,T,F,T,F,F,T,F,F,F,F
37,5,12,9,3,4,1,5,2,40,0,1,F,F,F,T,T,F,T,F,T,T,T,T,T
29,5,10,13,5,14,2,5,2,40,0,0,F,F,F,F,F,T,F,T,T,T,T,T,T
38,5,2,7,1,8,2,5,2,65,0,0,T,T,T,T,F,T,T,F,T,T,T,F,T
27,5,12,9,5,4,2,5,2,50,0,0,F,F,F,F,F,F,F,T,T,T,F,F,T
58,8,10,13,3,2,1,5,2,35,0,1,F,F,F,F,F,T,T,T,T,F,F,T,F
60,3,16,10,3,2,6,5,1,35,0,1,T,T,T,T,T,F,F,F,T,F,T,F,F
20,5,16,10,5,13,2,5,2,25,0,0,F,F,F,T,T,F,T,F,T,T,T,F,F
51,5,16,10,3,13,1,5,2,40,0,1,T,T,T,F,F,F,T,F,T,F,F,T,F
37,5,7,5,3,15,1,5,2,65,0,1,T,T,T,T,T,F,F,F,T,T,F,F,T
22,8,3,8,5,5,2,5,2,50,0,0,F,F,F,T,T,F,F,F,T,F,F,F,T
56,7,1,6,3,15,1,5,2,60,0,1,T,T,T,T,F,T,T,T,F,T,T,T,T
26,5,10,13,3,13,6,5,1,42,5178,1,T,T,T,F,T,F,T,T,F,T,T,F,F
19,5,16,10,6,13,5,5,1,25,0,0,T,T,T,T,F,F,F,T,T,F,T,F,F
37,5,9,11,3,11,6,5,1,30,0,1,T,T,T,F,T,F,F,F,T,F,F,T,F
27,5,16,10,5,14,2,5,1,40,0,0,T,T,T,F,T,T,F,T,F,T,T,T,T
27,5,12,9,5,13,4,1,2,20,0,0,F,F,F,F,F,T,F,T,F,F,F,F,T
52,7,16,10,3,13,1,5,2,50,0,1,F,F,F,F,F,F,T,T,F,T,T,F,F
45,5,12,9,6,8,5,3,1,40,0,0,T,T,T,T,F,T,F,F,T,T,T,T,T
28,5,16,10,5,4,4,1,2,40,0,0,F,F,F,F,T,F,F,F,T,T,T,F,T
20,5,12,9,1,2,2,5,1,40,0,0,F,F,F,T,F,T,T,T,T,T,F,F,T
28,5,13,14,5,11,2,5,1,50,0,0,F,F,F,T,F,F,F,F,F,T,F,F,F
44,5,9,11,3,7,1,3,2,40,0,1,F,F,F,F,F,T,F,F,F,F,T,T,F
30,5,10,13,3,4,1,5,2,40,0,1,F,F,F,F,F,T,F,F,F,F,F,F,T
26,8,8,12,5,2,4,3,1,8,0,0,T,T,T,T,F,T,T,F,T,F,F,F,F
55,1,13,14,3,1,1,5,2,18,0,1,F,F,F,F,T,F,F,F,T,T,F,F,T
46,5,12,9,5,13,2,5,1,40,0,0,T,T,T,F,T,T,T,F,F,F,T,F,F
51,5,10,13,3,4,1,5,2,50,0,1,F,F,F,F,F,F,F,F,T,F,F,F,F
25,3,10,13,5,11,2,5,1,40,0,0,T,T,T,T,T,T,F,T,F,F,T,F,F
43,3,12,9,6,9,2,5,2,40,0,0,F,F,F,F,T,F,T,T,F,F,F,T,F
19,1,12,9,5,1,4,5,1,28,0,0,F,F,F,F,T,T,F,T,T,T,F,F,F
36,5,12,9,1,4,2,5,2,40,0,0,T,T,T,T,T,T,F,F,T,F,T,F,T
36,5,16,10,5,5,2,5,2,40,0,0,T,T,T,T,F,F,T,T,T,T,T,F,T
48,5,10,13,5,9,5,2,1,40,0,0,T,T,T,F,F,F,F,F,T,F,F,F,T
30,1,2,7,5,1,5,5,2,40,0,0,T,T,T,F,T,F,T,T,F,T,F,F,T
24,5,10,13,3,11,1,5,2,44,0,1,T,T,T,T,T,F,F,T,T,F,F,F,T
30,5,12,9,1,9,5,5,1,36,0,0,F,F,F,T,T,T,F,T,T,T,F,T,T
24,5,10,13,3,5,6,5,1,45,7688,1,T,T,T,T,F,F,T,F,T,T,T,T,F
62,5,10,13,3,8,1,5,2,40,0,1,T,T,T,F,T,T,T,F,T,T,F,F,T
41,7,12,9,1,15,2,5,2,40,-1590,0,F,F,F,F,F,F,T,F,F,T,F,T,F
49,7,15,15,3,11,1,5,2,85,0,1,F,F,F,F,F,F,F,T,T,F,T,F,T
36,7,12,9,3,15,1,5,2,50,0,1,F,F,F,T,T,F,T,F,T,F,T,T,T
47,3,13,14,1,11,5,5,1,45,5455,0,F,F,F,F,F,F,F,F,T,F,T,F,F
49,8,13,14,1,11,2,5,1,40,0,0,T,T,T,T,F,T,F,F,T,F,T,F,F
52,5,16,10,5,5,2,5,2,40,0,0,T,T,T,F,F,F,F,F,F,T,T,F,T
52,5,8,12,3,14,1,5,2,40,0,1,T,T,T,F,F,F,T,F,T,T,T,F,F
26,5,12,9,5,2,2,5,2,53,0,0,F,F,F,F,T,F,F,T,F,T,T,T,F
51,8,12,9,5,15,2,5,2,40,0,0,F,F,F,F,T,T,F,F,T,F,F,T,F
18,5,1,6,5,9,4,5,2,20,0,0,F,F,F,T,T,F,F,T,F,T,F,T,F
30,5,12,9,5,7,3,5,2,40,0,0,T,T,T,T,F,T,T,T,T,F,F,F,F
46,5,12,9,1,8,2,5,2,20,0,0,T,T,T,F,T,F,T,T,T,T,F,F,T
28,5,12,9,5,7,4,3,1,40,0,0,F,F,F,F,F,F,T,F,T,T,F,F,T
48,6,10,13,3,5,1,5,2,50,7298,1,F,F,F,T,F,T,F,F,F,T,T,F,F
62,5,16,10,3,2,6,5,1,38,0,1,F,F,F,T,T,F,F,F,T,F,T,F,T
49,5,10,13,3,13,1,5,2,44,4064,1,F,F,F,T,T,T,F,F,T,F,T,T,F
69,5,12,9,7,2,2,5,1,24,0,0,F,F,F,F,T,F,F,F,F,F,T,T,T
35,5,10,13,5,5,2,5,2,45,8614,0,T,T,T,F,T,T,T,T,T,T,T,F,T
78,5,13,14,7,4,5,2,2,40,0,0,F,F,F,F,T,T,F,F,T,F,F,T,T
61,5,16,10,3,5,1,5,2,45,0,1,T,T,T,T,T,F,F,T,T,F,F,T,T
24,5,10,13,5,11,2,5,1,40,0,0,T,T,T,T,F,F,F,F,F,F,F,T,F
29,5,16,10,5,2,4,5,1,40,0,0,F,F,F,F,T,T,F,F,T,F,F,T,F
36,7,10,13,3,13,1,4,2,45,0,1,F,F,F,T,T,F,T,T,T,T,T,T,F
17,5,1,6,5,6,4,5,2,40,0,0,F,F,F,F,T,F,T,T,T,T,F,T,F
27,5,12,9,3,7,1,3,2,80,0,1,F,F,F,T,T,F,F,T,T,F,T,T,T
64,5,12,9,3,15,1,5,2,40,0,1,T,T,T,T,F,T,T,F,T,T,T,T,T
33,7,12,9,5,5,2,5,2,55,0,0,F,F,F,F,T,F,F,F,T,F,T,T,T
32,5,3,8,3,4,3,5,2,40,0,0,F,F,F,T,F,T,F,F,T,F,T,F,T
